ID,CPT/HCPC Code,Modifier,Medicare Location,Global Surgery Indicator,Multiple Surgery Indicator,Prevailing Charge Amount,Fee Schedule Amount,Site of Service Amount,PDF Name,Timestamp
36989,K0821,RR,,,,X,*,X,e2311-l1660.pdf,2025-02-11 02:49:42
36990,K0822,RR,,,,X,*,X,e2311-l1660.pdf,2025-02-11 02:49:42
36991,K0823,RR,,,,X,*,X,e2311-l1660.pdf,2025-02-11 02:49:42
36992,K0824,RR,,,,X,*,X,e2311-l1660.pdf,2025-02-11 02:49:42
36993,K0825,RR,,,,X,*,X,e2311-l1660.pdf,2025-02-11 02:49:42
36994,K0826,RR,,,,X,*,X,e2311-l1660.pdf,2025-02-11 02:49:42
36995,K0827,RR,,,,X,*,X,e2311-l1660.pdf,2025-02-11 02:49:42
36996,K0828,RR,,,,X,*,X,e2311-l1660.pdf,2025-02-11 02:49:42
36997,K0829,RR,,,,X,*,X,e2311-l1660.pdf,2025-02-11 02:49:42
36998,K0830,,,,,X,#,X,e2311-l1660.pdf,2025-02-11 02:49:42
36999,K0831,,,,,X,#,X,e2311-l1660.pdf,2025-02-11 02:49:42
37000,K0835,RR,,,,X,*,X,e2311-l1660.pdf,2025-02-11 02:49:42
37001,K0836,RR,,,,X,*,X,e2311-l1660.pdf,2025-02-11 02:49:42
37002,K0837,RR,,,,X,*,X,e2311-l1660.pdf,2025-02-11 02:49:42
37003,K0838,RR,,,,X,*,X,e2311-l1660.pdf,2025-02-11 02:49:42
37004,K0839,RR,,,,X,*,X,e2311-l1660.pdf,2025-02-11 02:49:42
37005,K0840,RR,,,,X,*,X,e2311-l1660.pdf,2025-02-11 02:49:42
37006,K0841,RR,,,,X,*,X,e2311-l1660.pdf,2025-02-11 02:49:42
37007,K0842,RR,,,,X,*,X,e2311-l1660.pdf,2025-02-11 02:49:42
37008,K0843,RR,,,,X,*,X,e2311-l1660.pdf,2025-02-11 02:49:42
37009,K0848,RR,,,,X,*,X,e2311-l1660.pdf,2025-02-11 02:49:42
37010,K0849,RR,,,,X,*,X,e2311-l1660.pdf,2025-02-11 02:49:42
37011,K0850,RR,,,,X,*,X,e2311-l1660.pdf,2025-02-11 02:49:42
37012,K0851,RR,,,,X,*,X,e2311-l1660.pdf,2025-02-11 02:49:42
37013,K0852,RR,,,,X,*,X,e2311-l1660.pdf,2025-02-11 02:49:42
37014,K0853,RR,,,,X,*,X,e2311-l1660.pdf,2025-02-11 02:49:42
37015,K0854,RR,,,,X,*,X,e2311-l1660.pdf,2025-02-11 02:49:42
37016,K0855,RR,,,,X,*,X,e2311-l1660.pdf,2025-02-11 02:49:42
37017,K0856,RR,,,,X,*,X,e2311-l1660.pdf,2025-02-11 02:49:42
37018,K0857,RR,,,,X,*,X,e2311-l1660.pdf,2025-02-11 02:49:42
37019,K0858,RR,,,,X,*,X,e2311-l1660.pdf,2025-02-11 02:49:42
37020,K0859,RR,,,,X,*,X,e2311-l1660.pdf,2025-02-11 02:49:42
37021,K0860,RR,,,,X,*,X,e2311-l1660.pdf,2025-02-11 02:49:42
37022,K0861,RR,,,,X,*,X,e2311-l1660.pdf,2025-02-11 02:49:42
37023,K0862,RR,,,,X,*,X,e2311-l1660.pdf,2025-02-11 02:49:42
37024,K0863,RR,,,,X,*,X,e2311-l1660.pdf,2025-02-11 02:49:42
37025,K0864,RR,,,,X,*,X,e2311-l1660.pdf,2025-02-11 02:49:42
37026,K0868,,,,,X,#,X,e2311-l1660.pdf,2025-02-11 02:49:42
37027,K0869,,,,,X,#,X,e2311-l1660.pdf,2025-02-11 02:49:42
37028,K0870,,,,,X,#,X,e2311-l1660.pdf,2025-02-11 02:49:42
37029,K0871,,,,,X,#,X,e2311-l1660.pdf,2025-02-11 02:49:42
37030,K0877,,,,,X,#,X,e2311-l1660.pdf,2025-02-11 02:49:42
37031,K0878,,,,,X,#,X,e2311-l1660.pdf,2025-02-11 02:49:42
37032,K0879,,,,,X,#,X,e2311-l1660.pdf,2025-02-11 02:49:42
37033,K0880,,,,,X,#,X,e2311-l1660.pdf,2025-02-11 02:49:42
37034,K0884,,,,,X,*,X,e2311-l1660.pdf,2025-02-11 02:49:42
37035,K0885,,,,,X,#,X,e2311-l1660.pdf,2025-02-11 02:49:42
37036,K0886,,,,,X,#,X,e2311-l1660.pdf,2025-02-11 02:49:42
37037,K0890,,,,,X,#,X,e2311-l1660.pdf,2025-02-11 02:49:42
37038,K0891,,,,,X,#,X,e2311-l1660.pdf,2025-02-11 02:49:42
37039,K0898,,,,,X,#,X,e2311-l1660.pdf,2025-02-11 02:49:42
37040,K0899,,,,,X,*,X,e2311-l1660.pdf,2025-02-11 02:49:42
37041,K0900,,,,,X,#,X,e2311-l1660.pdf,2025-02-11 02:49:42
37042,K1001,NU,,,,X,#,X,e2311-l1660.pdf,2025-02-11 02:49:42
37043,K1001,RR,,,,X,#,X,e2311-l1660.pdf,2025-02-11 02:49:42
37044,K1001,UE,,,,X,#,X,e2311-l1660.pdf,2025-02-11 02:49:42
37045,K1002,NU,,,,X,#,X,e2311-l1660.pdf,2025-02-11 02:49:42
37046,K1002,RR,,,,X,*,X,e2311-l1660.pdf,2025-02-11 02:49:42
37047,K1002,UE,,,,X,#,X,e2311-l1660.pdf,2025-02-11 02:49:42
37048,K1003,NU,,,,X,#,X,e2311-l1660.pdf,2025-02-11 02:49:42
37049,K1003,RR,,,,X,#,X,e2311-l1660.pdf,2025-02-11 02:49:42
37050,K1003,UE,,,,X,#,X,e2311-l1660.pdf,2025-02-11 02:49:42
37051,K1004,NU,,,,X,#,X,e2311-l1660.pdf,2025-02-11 02:49:42
37052,K1004,RR,,,,X,#,X,e2311-l1660.pdf,2025-02-11 02:49:42
37053,K1004,UE,,,,X,#,X,e2311-l1660.pdf,2025-02-11 02:49:42
37054,K1005,,,,,X,#,X,e2311-l1660.pdf,2025-02-11 02:49:42
37055,K1006,,,,,X,#,X,e2311-l1660.pdf,2025-02-11 02:49:42
37056,K1007,,,,,X,#,X,e2311-l1660.pdf,2025-02-11 02:49:42
37057,K1009,,,,,X,#,X,e2311-l1660.pdf,2025-02-11 02:49:42
37058,K1013,,,,,X,#,X,e2311-l1660.pdf,2025-02-11 02:49:42
37059,K1014,,,,,X,*,X,e2311-l1660.pdf,2025-02-11 02:49:42
37060,K1015,,,,,X,#,X,e2311-l1660.pdf,2025-02-11 02:49:42
37061,K1016,,,,,X,#,X,e2311-l1660.pdf,2025-02-11 02:49:42
37062,K1017,,,,,X,*,X,e2311-l1660.pdf,2025-02-11 02:49:42
37063,K1018,,,,,X,*,X,e2311-l1660.pdf,2025-02-11 02:49:42
37064,K1019,,,,,X,*,X,e2311-l1660.pdf,2025-02-11 02:49:42
37065,K1020,,,,,X,#,X,e2311-l1660.pdf,2025-02-11 02:49:42
37066,K1021,,,,,X,#,X,e2311-l1660.pdf,2025-02-11 02:49:42
37067,K1022,,,,,X,*,X,e2311-l1660.pdf,2025-02-11 02:49:42
37068,K1023,,,,,X,*,X,e2311-l1660.pdf,2025-02-11 02:49:42
37069,K1024,,,,,X,*,X,e2311-l1660.pdf,2025-02-11 02:49:42
37070,K1025,,,,,X,*,X,e2311-l1660.pdf,2025-02-11 02:49:42
37071,K1026,,,,,X,#,X,e2311-l1660.pdf,2025-02-11 02:49:42
37072,K1027,,,,,X,*,X,e2311-l1660.pdf,2025-02-11 02:49:42
37073,K1028,,,,,X,*,X,e2311-l1660.pdf,2025-02-11 02:49:42
37074,K1029,,,,,X,#,X,e2311-l1660.pdf,2025-02-11 02:49:42
37075,K1030,,,,,X,#,X,e2311-l1660.pdf,2025-02-11 02:49:42
37076,K1031,,,,,X,#,X,e2311-l1660.pdf,2025-02-11 02:49:42
37077,K1032,,,,,X,#,X,e2311-l1660.pdf,2025-02-11 02:49:42
37078,K1033,,,,,X,#,X,e2311-l1660.pdf,2025-02-11 02:49:42
37079,K1034,,,,,X,#,X,e2311-l1660.pdf,2025-02-11 02:49:42
37080,K1035,,,,,X,#,X,e2311-l1660.pdf,2025-02-11 02:49:42
37081,K1036,,,,,X,#,X,e2311-l1660.pdf,2025-02-11 02:49:42
37082,K1037,,,,,X,#,X,e2311-l1660.pdf,2025-02-11 02:49:42
37083,L0112,,,,,X,"2,427.96",X,e2311-l1660.pdf,2025-02-11 02:49:42
37084,L0113,,,,,X,*,X,e2311-l1660.pdf,2025-02-11 02:49:42
37085,L0120,,,,,X,56.15,X,e2311-l1660.pdf,2025-02-11 02:49:42
37086,L0130,,,,,X,397.48,X,e2311-l1660.pdf,2025-02-11 02:49:42
37087,L0140,,,,,X,131.40,X,e2311-l1660.pdf,2025-02-11 02:49:42
37088,L0150,,,,,X,241.22,X,e2311-l1660.pdf,2025-02-11 02:49:42
37089,L0160,,,,,X,314.94,X,e2311-l1660.pdf,2025-02-11 02:49:42
37090,L0170,,,,,X,"1,296.83",X,e2311-l1660.pdf,2025-02-11 02:49:42
37091,L0172,,,,,X,281.22,X,e2311-l1660.pdf,2025-02-11 02:49:42
37092,L0174,,,,,X,552.37,X,e2311-l1660.pdf,2025-02-11 02:49:42
37093,L0180,,,,,X,765.93,X,e2311-l1660.pdf,2025-02-11 02:49:42
37094,L0190,,,,,X,996.02,X,e2311-l1660.pdf,2025-02-11 02:49:42
37095,L0200,,,,,X,"1,038.44",X,e2311-l1660.pdf,2025-02-11 02:49:42
37096,L0220,,,,,X,283.56,X,e2311-l1660.pdf,2025-02-11 02:49:42
37097,L0450,,,,,X,300.72,X,e2311-l1660.pdf,2025-02-11 02:49:42
37098,L0452,,,,,X,559.89,X,e2311-l1660.pdf,2025-02-11 02:49:42
37099,L0454,,,,,X,620.77,X,e2311-l1660.pdf,2025-02-11 02:49:42
37100,L0455,,,,,X,521.44,X,e2311-l1660.pdf,2025-02-11 02:49:42
37101,L0456,,,,,X,620.77,X,e2311-l1660.pdf,2025-02-11 02:49:42
37102,L0457,,,,,X,"1,495.31",X,e2311-l1660.pdf,2025-02-11 02:49:42
37103,L0458,,,,,X,"1,323.61",X,e2311-l1660.pdf,2025-02-11 02:49:42
37104,L0460,,,,,X,"1,323.61",X,e2311-l1660.pdf,2025-02-11 02:49:42
37105,L0462,,,,,X,"1,323.61",X,e2311-l1660.pdf,2025-02-11 02:49:42
37106,L0464,,,,,X,"1,323.61",X,e2311-l1660.pdf,2025-02-11 02:49:42
37107,L0466,,,,,X,640.55,X,e2311-l1660.pdf,2025-02-11 02:49:42
37108,L0467,,,,,X,543.16,X,e2311-l1660.pdf,2025-02-11 02:49:42
37109,L0468,,,,,X,848.54,X,e2311-l1660.pdf,2025-02-11 02:49:42
37110,L0469,,,,,X,719.60,X,e2311-l1660.pdf,2025-02-11 02:49:42
37111,L0470,,,,,X,"1,082.85",X,e2311-l1660.pdf,2025-02-11 02:49:42
37112,L0472,,,,,X,686.74,X,e2311-l1660.pdf,2025-02-11 02:49:42
37113,L0480,,,,,X,"2,418.51",X,e2311-l1660.pdf,2025-02-11 02:49:42
37114,L0482,,,,,X,"2,809.16",X,e2311-l1660.pdf,2025-02-11 02:49:42
37115,L0484,,,,,X,"3,018.39",X,e2311-l1660.pdf,2025-02-11 02:49:42
37116,L0486,,,,,X,"3,202.33",X,e2311-l1660.pdf,2025-02-11 02:49:42
37117,L0488,,,,,X,"2,444.82",X,e2311-l1660.pdf,2025-02-11 02:49:42
37118,L0490,,,,,X,"2,256.41",X,e2311-l1660.pdf,2025-02-11 02:49:42
37119,L0491,,,XXX,9.0,X,"1,233.58",X,e2311-l1660.pdf,2025-02-11 02:49:42
37120,L0492,,,XXX,9.0,X,810.38,X,e2311-l1660.pdf,2025-02-11 02:49:42
37121,L0621,,,XXX,9.0,X,148.87,X,e2311-l1660.pdf,2025-02-11 02:49:42
37122,L0622,,,XXX,9.0,X,397.50,X,e2311-l1660.pdf,2025-02-11 02:49:42
37123,L0623,,,XXX,9.0,X,*,X,e2311-l1660.pdf,2025-02-11 02:49:42
37124,L0624,,,XXX,9.0,X,#,X,e2311-l1660.pdf,2025-02-11 02:49:42
37125,L0625,,,XXX,9.0,X,88.43,X,e2311-l1660.pdf,2025-02-11 02:49:42
37126,L0626,,,XXX,9.0,X,125.17,X,e2311-l1660.pdf,2025-02-11 02:49:42
37127,L0627,,,XXX,9.0,X,660.21,X,e2311-l1660.pdf,2025-02-11 02:49:42
37128,L0628,,,XXX,9.0,X,134.76,X,e2311-l1660.pdf,2025-02-11 02:49:42
37129,L0629,,,XXX,9.0,X,*,X,e2311-l1660.pdf,2025-02-11 02:49:42
37130,L0630,,,XXX,9.0,X,260.12,X,e2311-l1660.pdf,2025-02-11 02:49:42
37131,L0631,,,XXX,9.0,X,"1,648.85",X,e2311-l1660.pdf,2025-02-11 02:49:42
37132,L0632,,,XXX,9.0,X,#,X,e2311-l1660.pdf,2025-02-11 02:49:42
37133,L0633,,,XXX,9.0,X,460.55,X,e2311-l1660.pdf,2025-02-11 02:49:42
37134,L0634,,,XXX,9.0,X,*,X,e2311-l1660.pdf,2025-02-11 02:49:42
37135,L0635,,,XXX,9.0,X,"1,565.78",X,e2311-l1660.pdf,2025-02-11 02:49:42
37136,L0636,,,XXX,9.0,X,"2,322.15",X,e2311-l1660.pdf,2025-02-11 02:49:42
37137,L0637,,,XXX,9.0,X,"1,725.52",X,e2311-l1660.pdf,2025-02-11 02:49:42
37138,L0638,,,XXX,9.0,X,"2,118.45",X,e2311-l1660.pdf,2025-02-11 02:49:42
37139,L0639,,,XXX,9.0,X,"1,725.52",X,e2311-l1660.pdf,2025-02-11 02:49:42
37140,L0640,,,XXX,9.0,X,"1,680.70",X,e2311-l1660.pdf,2025-02-11 02:49:42
37141,L0641,,,,,X,117.17,X,e2311-l1660.pdf,2025-02-11 02:49:42
37142,L0642,,,,,X,617.99,X,e2311-l1660.pdf,2025-02-11 02:49:42
37143,L0643,,,,,X,243.51,X,e2311-l1660.pdf,2025-02-11 02:49:42
37144,L0648,,,,,X,"1,543.38",X,e2311-l1660.pdf,2025-02-11 02:49:42
37145,L0649,,,,,X,431.10,X,e2311-l1660.pdf,2025-02-11 02:49:42
37146,L0650,,,,,X,"1,615.13",X,e2311-l1660.pdf,2025-02-11 02:49:42
37147,L0651,,,,,X,"1,615.13",X,e2311-l1660.pdf,2025-02-11 02:49:42
37148,L0700,,,,,X,"4,110.65",X,e2311-l1660.pdf,2025-02-11 02:49:42
37149,L0710,,,,,X,"4,199.57",X,e2311-l1660.pdf,2025-02-11 02:49:42
37150,L0810,,,,,X,"5,252.22",X,e2311-l1660.pdf,2025-02-11 02:49:42
37151,L0820,,,,,X,"4,714.13",X,e2311-l1660.pdf,2025-02-11 02:49:42
37152,L0830,,,,,X,"6,643.67",X,e2311-l1660.pdf,2025-02-11 02:49:42
37153,L0859,,,XXX,9.0,X,"1,874.51",X,e2311-l1660.pdf,2025-02-11 02:49:42
37154,L0861,,,,,X,373.88,X,e2311-l1660.pdf,2025-02-11 02:49:42
37155,L0970,,,,,X,270.40,X,e2311-l1660.pdf,2025-02-11 02:49:42
37156,L0972,,,,,X,242.90,X,e2311-l1660.pdf,2025-02-11 02:49:42
37157,L0974,,,,,X,360.62,X,e2311-l1660.pdf,2025-02-11 02:49:42
37158,L0976,,,,,X,321.47,X,e2311-l1660.pdf,2025-02-11 02:49:42
37159,L0978,,,,,X,424.37,X,e2311-l1660.pdf,2025-02-11 02:49:42
37160,L0980,,,,,X,46.30,X,e2311-l1660.pdf,2025-02-11 02:49:42
37161,L0982,,,,,X,32.74,X,e2311-l1660.pdf,2025-02-11 02:49:42
37162,L0984,,,XXX,,X,*,X,e2311-l1660.pdf,2025-02-11 02:49:42
37163,L0999,,,,,X,#,X,e2311-l1660.pdf,2025-02-11 02:49:42
37164,L1000,,,,,X,"4,124.31",X,e2311-l1660.pdf,2025-02-11 02:49:42
37165,L1001,,,,,X,#,X,e2311-l1660.pdf,2025-02-11 02:49:42
37166,L1005,,,,,X,"5,724.96",X,e2311-l1660.pdf,2025-02-11 02:49:42
37167,L1010,,,,,X,134.91,X,e2311-l1660.pdf,2025-02-11 02:49:42
37168,L1020,,,,,X,173.83,X,e2311-l1660.pdf,2025-02-11 02:49:42
37169,L1025,,,,,X,331.83,X,e2311-l1660.pdf,2025-02-11 02:49:42
37170,L1030,,,,,X,127.91,X,e2311-l1660.pdf,2025-02-11 02:49:42
37171,L1040,,,,,X,167.38,X,e2311-l1660.pdf,2025-02-11 02:49:42
37172,L1050,,,,,X,201.74,X,e2311-l1660.pdf,2025-02-11 02:49:42
37173,L1060,,,,,X,242.09,X,e2311-l1660.pdf,2025-02-11 02:49:42
37174,L1070,,,,,X,236.35,X,e2311-l1660.pdf,2025-02-11 02:49:42
37175,L1080,,,,,X,133.01,X,e2311-l1660.pdf,2025-02-11 02:49:42
37176,L1085,,,,,X,359.64,X,e2311-l1660.pdf,2025-02-11 02:49:42
37177,L1090,,,,,X,237.96,X,e2311-l1660.pdf,2025-02-11 02:49:42
37178,L1100,,,,,X,379.94,X,e2311-l1660.pdf,2025-02-11 02:49:42
37179,L1110,,,,,X,513.60,X,e2311-l1660.pdf,2025-02-11 02:49:42
37180,L1120,,,,,X,86.83,X,e2311-l1660.pdf,2025-02-11 02:49:42
37181,L1200,,,,,X,"3,150.62",X,e2311-l1660.pdf,2025-02-11 02:49:42
37182,L1210,,,,,X,526.18,X,e2311-l1660.pdf,2025-02-11 02:49:42
37183,L1220,,,,,X,502.57,X,e2311-l1660.pdf,2025-02-11 02:49:42
37184,L1230,,,,,X,"1,288.43",X,e2311-l1660.pdf,2025-02-11 02:49:42
37185,L1240,,,,,X,174.19,X,e2311-l1660.pdf,2025-02-11 02:49:42
37186,L1250,,,,,X,174.19,X,e2311-l1660.pdf,2025-02-11 02:49:42
37187,L1260,,,,,X,177.80,X,e2311-l1660.pdf,2025-02-11 02:49:42
37188,L1270,,,,,X,180.67,X,e2311-l1660.pdf,2025-02-11 02:49:42
37189,L1280,,,,,X,207.73,X,e2311-l1660.pdf,2025-02-11 02:49:42
37190,L1290,,,,,X,164.55,X,e2311-l1660.pdf,2025-02-11 02:49:42
37191,L1300,,,,,X,"3,703.76",X,e2311-l1660.pdf,2025-02-11 02:49:42
37192,L1310,,,,,X,"3,805.78",X,e2311-l1660.pdf,2025-02-11 02:49:42
37193,L1499,,,,,X,#,X,e2311-l1660.pdf,2025-02-11 02:49:42
37194,L1600,,,,,X,259.17,X,e2311-l1660.pdf,2025-02-11 02:49:42
37195,L1610,,,,,X,114.33,X,e2311-l1660.pdf,2025-02-11 02:49:42
37196,L1620,,,,,X,323.92,X,e2311-l1660.pdf,2025-02-11 02:49:42
37197,L1630,,,,,X,340.73,X,e2311-l1660.pdf,2025-02-11 02:49:42
37198,L1640,,,,,X,"1,037.32",X,e2311-l1660.pdf,2025-02-11 02:49:42
37199,L1650,,,,,X,524.86,X,e2311-l1660.pdf,2025-02-11 02:49:42
37200,L1652,,,,,X,631.98,X,e2311-l1660.pdf,2025-02-11 02:49:42
37201,L1660,,,,,X,344.08,X,e2311-l1660.pdf,2025-02-11 02:49:42
37202,75956,26,1.0,XXX,0.0,X,817.92,X,75956-76519.pdf,2025-02-11 02:49:59
37203,75956,26,2.0,XXX,0.0,X,739.55,X,75956-76519.pdf,2025-02-11 02:49:59
37204,75956,26,3.0,XXX,0.0,X,739.55,X,75956-76519.pdf,2025-02-11 02:49:59
37205,75956,26,4.0,XXX,0.0,X,739.55,X,75956-76519.pdf,2025-02-11 02:49:59
37206,75957,26,1.0,XXX,0.0,X,700.67,X,75956-76519.pdf,2025-02-11 02:49:59
37207,75957,26,2.0,XXX,0.0,X,633.60,X,75956-76519.pdf,2025-02-11 02:49:59
37208,75957,26,3.0,XXX,0.0,X,633.60,X,75956-76519.pdf,2025-02-11 02:49:59
37209,75957,26,4.0,XXX,0.0,X,633.60,X,75956-76519.pdf,2025-02-11 02:49:59
37210,75958,26,1.0,XXX,0.0,X,467.07,X,75956-76519.pdf,2025-02-11 02:49:59
37211,75958,26,2.0,XXX,0.0,X,422.43,X,75956-76519.pdf,2025-02-11 02:49:59
37212,75958,26,3.0,XXX,0.0,X,422.43,X,75956-76519.pdf,2025-02-11 02:49:59
37213,75958,26,4.0,XXX,0.0,X,422.43,X,75956-76519.pdf,2025-02-11 02:49:59
37214,75959,26,1.0,XXX,0.0,X,408.85,X,75956-76519.pdf,2025-02-11 02:49:59
37215,75959,26,2.0,XXX,0.0,X,369.80,X,75956-76519.pdf,2025-02-11 02:49:59
37216,75959,26,3.0,XXX,0.0,X,369.80,X,75956-76519.pdf,2025-02-11 02:49:59
37217,75959,26,4.0,XXX,0.0,X,369.80,X,75956-76519.pdf,2025-02-11 02:49:59
37218,75970,,1.0,XXX,0.0,X,"1,390.25",X,75956-76519.pdf,2025-02-11 02:49:59
37219,75970,,2.0,XXX,0.0,X,"1,366.00",X,75956-76519.pdf,2025-02-11 02:49:59
37220,75970,,3.0,XXX,0.0,X,"1,263.47",X,75956-76519.pdf,2025-02-11 02:49:59
37221,75970,,4.0,XXX,0.0,X,"1,244.08",X,75956-76519.pdf,2025-02-11 02:49:59
37222,75970,26,1.0,XXX,0.0,X,146.77,X,75956-76519.pdf,2025-02-11 02:49:59
37223,75970,26,2.0,XXX,0.0,X,146.25,X,75956-76519.pdf,2025-02-11 02:49:59
37224,75970,26,3.0,XXX,0.0,X,139.88,X,75956-76519.pdf,2025-02-11 02:49:59
37225,75970,26,4.0,XXX,0.0,X,136.35,X,75956-76519.pdf,2025-02-11 02:49:59
37226,75970,TC,1.0,XXX,0.0,X,"1,255.23",X,75956-76519.pdf,2025-02-11 02:49:59
37227,75970,TC,2.0,XXX,0.0,X,"1,232.52",X,75956-76519.pdf,2025-02-11 02:49:59
37228,75970,TC,3.0,XXX,0.0,X,"1,137.06",X,75956-76519.pdf,2025-02-11 02:49:59
37229,75970,TC,4.0,XXX,0.0,X,"1,119.01",X,75956-76519.pdf,2025-02-11 02:49:59
37230,75984,,1.0,XXX,0.0,X,329.53,X,75956-76519.pdf,2025-02-11 02:49:59
37231,75984,,2.0,XXX,0.0,X,324.19,X,75956-76519.pdf,2025-02-11 02:49:59
37232,75984,,3.0,XXX,0.0,X,309.92,X,75956-76519.pdf,2025-02-11 02:49:59
37233,75984,,4.0,XXX,0.0,X,301.90,X,75956-76519.pdf,2025-02-11 02:49:59
37234,75984,26,1.0,XXX,0.0,X,128.19,X,75956-76519.pdf,2025-02-11 02:49:59
37235,75984,26,2.0,XXX,0.0,X,127.86,X,75956-76519.pdf,2025-02-11 02:49:59
37236,75984,26,3.0,XXX,0.0,X,122.31,X,75956-76519.pdf,2025-02-11 02:49:59
37237,75984,26,4.0,XXX,0.0,X,119.17,X,75956-76519.pdf,2025-02-11 02:49:59
37238,75984,TC,1.0,XXX,0.0,X,212.47,X,75956-76519.pdf,2025-02-11 02:49:59
37239,75984,TC,2.0,XXX,0.0,X,208.64,X,75956-76519.pdf,2025-02-11 02:49:59
37240,75984,TC,3.0,XXX,0.0,X,192.43,X,75956-76519.pdf,2025-02-11 02:49:59
37241,75984,TC,4.0,XXX,0.0,X,189.29,X,75956-76519.pdf,2025-02-11 02:49:59
37242,75989,,1.0,XXX,0.0,X,527.58,X,75956-76519.pdf,2025-02-11 02:49:59
37243,75989,,2.0,XXX,0.0,X,451.48,X,75956-76519.pdf,2025-02-11 02:49:59
37244,75989,,3.0,XXX,0.0,X,451.48,X,75956-76519.pdf,2025-02-11 02:49:59
37245,75989,,4.0,XXX,0.0,X,451.48,X,75956-76519.pdf,2025-02-11 02:49:59
37246,75989,26,1.0,XXX,0.0,X,177.91,X,75956-76519.pdf,2025-02-11 02:49:59
37247,75989,26,2.0,XXX,0.0,X,161.19,X,75956-76519.pdf,2025-02-11 02:49:59
37248,75989,26,3.0,XXX,0.0,X,161.19,X,75956-76519.pdf,2025-02-11 02:49:59
37249,75989,26,4.0,XXX,0.0,X,161.19,X,75956-76519.pdf,2025-02-11 02:49:59
37250,75989,TC,1.0,XXX,0.0,X,349.59,X,75956-76519.pdf,2025-02-11 02:49:59
37251,75989,TC,2.0,XXX,0.0,X,290.32,X,75956-76519.pdf,2025-02-11 02:49:59
37252,75989,TC,3.0,XXX,0.0,X,290.32,X,75956-76519.pdf,2025-02-11 02:49:59
37253,75989,TC,4.0,XXX,0.0,X,290.32,X,75956-76519.pdf,2025-02-11 02:49:59
37254,76000,,1.0,XXX,0.0,X,167.62,X,75956-76519.pdf,2025-02-11 02:49:59
37255,76000,,2.0,XXX,0.0,X,164.68,X,75956-76519.pdf,2025-02-11 02:49:59
37256,76000,,3.0,XXX,0.0,X,152.61,X,75956-76519.pdf,2025-02-11 02:49:59
37257,76000,,4.0,XXX,0.0,X,150.35,X,75956-76519.pdf,2025-02-11 02:49:59
37258,76000,26,1.0,XXX,0.0,X,28.23,X,75956-76519.pdf,2025-02-11 02:49:59
37259,76000,26,2.0,XXX,0.0,X,28.20,X,75956-76519.pdf,2025-02-11 02:49:59
37260,76000,26,3.0,XXX,0.0,X,26.93,X,75956-76519.pdf,2025-02-11 02:49:59
37261,76000,26,4.0,XXX,0.0,X,26.48,X,75956-76519.pdf,2025-02-11 02:49:59
37262,76000,TC,1.0,XXX,0.0,X,141.30,X,75956-76519.pdf,2025-02-11 02:49:59
37263,76000,TC,2.0,XXX,0.0,X,138.78,X,75956-76519.pdf,2025-02-11 02:49:59
37264,76000,TC,3.0,XXX,0.0,X,127.92,X,75956-76519.pdf,2025-02-11 02:49:59
37265,76000,TC,4.0,XXX,0.0,X,125.97,X,75956-76519.pdf,2025-02-11 02:49:59
37266,76010,,1.0,XXX,0.0,X,85.51,X,75956-76519.pdf,2025-02-11 02:49:59
37267,76010,,2.0,XXX,0.0,X,84.27,X,75956-76519.pdf,2025-02-11 02:49:59
37268,76010,,3.0,XXX,0.0,X,80.49,X,75956-76519.pdf,2025-02-11 02:49:59
37269,76010,,4.0,XXX,0.0,X,78.44,X,75956-76519.pdf,2025-02-11 02:49:59
37270,76010,26,1.0,XXX,0.0,X,31.36,X,75956-76519.pdf,2025-02-11 02:49:59
37271,76010,26,2.0,XXX,0.0,X,31.23,X,75956-76519.pdf,2025-02-11 02:49:59
37272,76010,26,3.0,XXX,0.0,X,29.90,X,75956-76519.pdf,2025-02-11 02:49:59
37273,76010,26,4.0,XXX,0.0,X,29.18,X,75956-76519.pdf,2025-02-11 02:49:59
37274,76010,TC,1.0,XXX,0.0,X,57.26,X,75956-76519.pdf,2025-02-11 02:49:59
37275,76010,TC,2.0,XXX,0.0,X,56.17,X,75956-76519.pdf,2025-02-11 02:49:59
37276,76010,TC,3.0,XXX,0.0,X,51.95,X,75956-76519.pdf,2025-02-11 02:49:59
37277,76010,TC,4.0,XXX,0.0,X,51.08,X,75956-76519.pdf,2025-02-11 02:49:59
37278,76014,,1.0,XXX,0.0,X,12.75,X,75956-76519.pdf,2025-02-11 02:49:59
37279,76014,,2.0,XXX,0.0,X,11.18,X,75956-76519.pdf,2025-02-11 02:49:59
37280,76014,,3.0,XXX,0.0,X,11.18,X,75956-76519.pdf,2025-02-11 02:49:59
37281,76014,,4.0,XXX,0.0,X,11.18,X,75956-76519.pdf,2025-02-11 02:49:59
37282,76015,,1.0,ZZZ,0.0,X,61.43,X,75956-76519.pdf,2025-02-11 02:49:59
37283,76015,,2.0,ZZZ,0.0,X,53.87,X,75956-76519.pdf,2025-02-11 02:49:59
37284,76015,,3.0,ZZZ,0.0,X,53.87,X,75956-76519.pdf,2025-02-11 02:49:59
37285,76015,,4.0,ZZZ,0.0,X,53.87,X,75956-76519.pdf,2025-02-11 02:49:59
37286,76016,,1.0,XXX,4.0,X,84.26,X,75956-76519.pdf,2025-02-11 02:49:59
